,STATES,District_Name,Crop_Year,Season,Crop
4965,Andhra Pradesh,KURNOOL,2003,Rabi       ,Jowar
4966,Andhra Pradesh,KURNOOL,2003,Rabi       ,Linseed
4967,Andhra Pradesh,KURNOOL,2003,Rabi       ,Maize
4968,Andhra Pradesh,KURNOOL,2003,Rabi       ,Moong(Green Gram)
4969,Andhra Pradesh,KURNOOL,2003,Rabi       ,Onion
4970,Andhra Pradesh,KURNOOL,2003,Rabi       ,Other  Rabi pulses
4971,Andhra Pradesh,KURNOOL,2003,Rabi       ,other oilseeds
4972,Andhra Pradesh,KURNOOL,2003,Rabi       ,Rapeseed &Mustard
4973,Andhra Pradesh,KURNOOL,2003,Rabi       ,Rice
4974,Andhra Pradesh,KURNOOL,2003,Rabi       ,Safflower
4975,Andhra Pradesh,KURNOOL,2003,Rabi       ,Sesamum
4976,Andhra Pradesh,KURNOOL,2003,Rabi       ,Small millets
4977,Andhra Pradesh,KURNOOL,2003,Rabi       ,Urad
4978,Andhra Pradesh,KURNOOL,2003,Rabi       ,Wheat
4979,Andhra Pradesh,KURNOOL,2003,Whole Year ,Banana
4980,Andhra Pradesh,KURNOOL,2003,Whole Year ,Beans & Mutter(Vegetable)
4981,Andhra Pradesh,KURNOOL,2003,Whole Year ,Bhindi
4982,Andhra Pradesh,KURNOOL,2003,Whole Year ,Bottle Gourd
4983,Andhra Pradesh,KURNOOL,2003,Whole Year ,Brinjal
4984,Andhra Pradesh,KURNOOL,2003,Whole Year ,Cabbage
4985,Andhra Pradesh,KURNOOL,2003,Whole Year ,Citrus Fruit
4986,Andhra Pradesh,KURNOOL,2003,Whole Year ,Coconut 
4987,Andhra Pradesh,KURNOOL,2003,Whole Year ,Coriander
4988,Andhra Pradesh,KURNOOL,2003,Whole Year ,Cucumber
4989,Andhra Pradesh,KURNOOL,2003,Whole Year ,Grapes
4990,Andhra Pradesh,KURNOOL,2003,Whole Year ,Mango
4991,Andhra Pradesh,KURNOOL,2003,Whole Year ,Orange
4992,Andhra Pradesh,KURNOOL,2003,Whole Year ,Other Fresh Fruits
4993,Andhra Pradesh,KURNOOL,2003,Whole Year ,Other Vegetables
4994,Andhra Pradesh,KURNOOL,2003,Whole Year ,Papaya
4995,Andhra Pradesh,KURNOOL,2003,Whole Year ,Pome Fruit
4996,Andhra Pradesh,KURNOOL,2003,Whole Year ,Sugarcane
4997,Andhra Pradesh,KURNOOL,2003,Whole Year ,Sweet potato
4998,Andhra Pradesh,KURNOOL,2003,Whole Year ,Tobacco
4999,Andhra Pradesh,KURNOOL,2003,Whole Year ,Tomato
5000,Andhra Pradesh,KURNOOL,2003,Whole Year ,Turmeric
5769,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Arhar/Tur
5770,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Bajra
5771,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Castor seed
5772,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Cotton(lint)
5773,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Dry chillies
5774,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Groundnut
5775,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Horse-gram
5776,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Jowar
5777,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Korra
5778,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Maize
5779,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Moong(Green Gram)
5780,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Niger seed
5781,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Onion
5782,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Ragi
5783,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Rice
5784,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Sesamum
5785,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Small millets
5786,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Soyabean
5787,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Sunflower
5788,Andhra Pradesh,PRAKASAM,2003,Kharif     ,Urad
5789,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Arhar/Tur
5790,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Bajra
5791,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Dry chillies
5792,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Gram
5793,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Groundnut
5794,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Horse-gram
5795,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Jowar
5796,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Maize
5797,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Moong(Green Gram)
5798,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Onion
5799,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Other  Rabi pulses
5800,Andhra Pradesh,PRAKASAM,2003,Rabi       ,other oilseeds
5801,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Ragi
5802,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Rapeseed &Mustard
5803,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Rice
5804,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Sesamum
5805,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Small millets
5806,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Urad
5807,Andhra Pradesh,PRAKASAM,2003,Rabi       ,Varagu
5808,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Banana
5809,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Beans & Mutter(Vegetable)
5810,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Bhindi
5811,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Bottle Gourd
5812,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Brinjal
5813,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Cabbage
5814,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Cashewnut
5815,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Citrus Fruit
5816,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Coconut 
5817,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Coriander
5818,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Cucumber
5819,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Mango
5820,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Orange
5821,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Other Fresh Fruits
5822,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Other Vegetables
5823,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Papaya
5824,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Pome Fruit
5825,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Sugarcane
5826,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Sweet potato
5827,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Tobacco
5828,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Tomato
5829,Andhra Pradesh,PRAKASAM,2003,Whole Year ,Turmeric
6541,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Arhar/Tur
6542,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Bajra
6543,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Castor seed
6544,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Cotton(lint)
6545,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Dry chillies
6546,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Groundnut
6547,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Jowar
6548,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Maize
6549,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Moong(Green Gram)
6550,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Onion
6551,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Ragi
6552,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Rice
6553,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Sesamum
6554,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Sunflower
6555,Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Urad
6556,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Arhar/Tur
6557,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Bajra
6558,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Dry chillies
6559,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Gram
6560,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Groundnut
6561,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Horse-gram
6562,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Jowar
6563,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Maize
6564,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Moong(Green Gram)
6565,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Onion
6566,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,other oilseeds
6567,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Ragi
6568,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Rice
6569,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Safflower
6570,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Sesamum
6571,Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Urad
6572,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Banana
6573,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Beans & Mutter(Vegetable)
6574,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Bhindi
6575,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Bottle Gourd
6576,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Brinjal
6577,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Cashewnut
6578,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Citrus Fruit
6579,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Coconut 
6580,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Coriander
6581,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Cucumber
6582,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Mango
6583,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Orange
6584,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Other Fresh Fruits
6585,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Other Vegetables
6586,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Papaya
6587,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Pome Fruit
6588,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Sugarcane
6589,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Sweet potato
6590,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Tobacco
6591,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Tomato
6592,Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Turmeric
7218,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Arhar/Tur
7219,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Bajra
7220,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Cotton(lint)
7221,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Dry chillies
7222,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Groundnut
7223,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Horse-gram
7224,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Jowar
7225,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Korra
7226,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Maize
7227,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Mesta
7228,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Moong(Green Gram)
7229,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Onion
7230,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Other Kharif pulses
7231,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Ragi
7232,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Rice
7233,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Samai
7234,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Sesamum
7235,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Small millets
7236,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Sunflower
7237,Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Urad
7238,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,Dry chillies
7239,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,Groundnut
7240,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,Horse-gram
7241,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,Jowar
7242,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,Maize
7243,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,Moong(Green Gram)
7244,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,Onion
7245,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,other oilseeds
7246,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,Ragi
7247,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,Rice
7248,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,Sesamum
7249,Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,Urad
7250,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Banana
7251,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Beans & Mutter(Vegetable)
7252,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Bhindi
7253,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Bottle Gourd
7254,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Brinjal
7255,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Cabbage
7256,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Cashewnut
7257,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Coconut 
7258,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Dry ginger
7259,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Mango
7260,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Other Fresh Fruits
7261,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Other Vegetables
7262,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Pome Fruit
7263,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Sugarcane
7264,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Sweet potato
7265,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Tapioca
7266,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Tobacco
7267,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Tomato
7268,Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Turmeric
7939,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Arhar/Tur
7940,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Bajra
7941,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Castor seed
7942,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Cotton(lint)
7943,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Dry chillies
7944,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Groundnut
7945,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Horse-gram
7946,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Jowar
7947,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Korra
7948,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Maize
7949,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Mesta
7950,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Moong(Green Gram)
7951,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Niger seed
7952,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Onion
7953,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Other Kharif pulses
7954,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Ragi
7955,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Rice
7956,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Samai
7957,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Sesamum
7958,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Small millets
7959,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Sunflower
7960,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Urad
7961,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Arhar/Tur
7962,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Dry chillies
7963,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Gram
7964,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Groundnut
7965,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Horse-gram
7966,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Jowar
7967,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Maize
7968,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Moong(Green Gram)
7969,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Onion
7970,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Other  Rabi pulses
7971,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,other oilseeds
7972,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Ragi
7973,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Rice
7974,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Sesamum
7975,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Urad
7976,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Varagu
7977,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Banana
7978,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Beans & Mutter(Vegetable)
7979,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Bhindi
7980,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Bottle Gourd
7981,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Brinjal
7982,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Cabbage
7983,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Cashewnut
7984,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Citrus Fruit
7985,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Coconut 
7986,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Cucumber
7987,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Dry ginger
7988,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Mango
7989,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Orange
7990,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Other Fresh Fruits
7991,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Other Vegetables
7992,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Pome Fruit
7993,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Potato
7994,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Sugarcane
7995,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Sweet potato
7996,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Tapioca
7997,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Tobacco
7998,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Tomato
7999,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Turmeric
8729,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Arhar/Tur
8730,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Bajra
8731,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Castor seed
8732,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Cotton(lint)
8733,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Dry chillies
8734,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Groundnut
8735,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Jowar
8736,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Korra
8737,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Maize
8738,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Mesta
8739,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Moong(Green Gram)
8740,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Niger seed
8741,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Onion
8742,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Ragi
8743,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Rice
8744,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Samai
8745,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Sesamum
8746,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Small millets
8747,Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Urad
8748,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Dry chillies
8749,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Gram
8750,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Groundnut
8751,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Horse-gram
8752,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Jowar
8753,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Maize
8754,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Moong(Green Gram)
8755,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Onion
8756,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,other oilseeds
8757,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Ragi
8758,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Rice
8759,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Sesamum
8760,Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Urad
8761,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Arecanut
8762,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Banana
8763,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Beans & Mutter(Vegetable)
8764,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Bhindi
8765,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Bottle Gourd
8766,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Brinjal
8767,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Cabbage
8768,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Cashewnut
8769,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Citrus Fruit
8770,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Coconut 
8771,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Cucumber
8772,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Dry ginger
8773,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Mango
8774,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Orange
8775,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Other Fresh Fruits
8776,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Other Vegetables
8777,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Papaya
8778,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Pome Fruit
8779,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Sugarcane
8780,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Sweet potato
8781,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Tapioca
8782,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Tobacco
8783,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Tomato
8784,Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Turmeric
9432,Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Arhar/Tur
9433,Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Bajra
9434,Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Cotton(lint)
9435,Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Dry chillies
9436,Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Groundnut
9437,Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Jowar
9438,Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Maize
9439,Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Moong(Green Gram)
9440,Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Rice
9441,Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Sesamum
9442,Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Sunflower
9443,Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Urad
9444,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Arhar/Tur
9445,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Dry chillies
9446,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Groundnut
9447,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Horse-gram
9448,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Jowar
9449,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Maize
9450,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Moong(Green Gram)
9451,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Other  Rabi pulses
9452,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,other oilseeds
9453,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Ragi
9454,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Rice
9455,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Sesamum
9456,Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Urad
9457,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Arecanut
9458,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Banana
9459,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Beans & Mutter(Vegetable)
9460,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Bhindi
9461,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Bottle Gourd
9462,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Brinjal
9463,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Cabbage
9464,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Cashewnut
9465,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Citrus Fruit
9466,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Coconut 
9467,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Cucumber
9468,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Mango
9469,Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Orange
